date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:06:20	66441/66441	---M--	200	added ('OK')	image/png	etag:%22654aa2b3-10389%22	https://static.laralink.com/html/sattiyas/assets/img/product26.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/product26.png	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:21	71389/71389	---M--	200	added ('OK')	image/png	etag:%22654aa0a9-116dd%22	https://static.laralink.com/html/sattiyas/assets/img/product4.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/product4.png	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:23	63847/63847	---M--	200	added ('OK')	image/png	etag:%22654aa0b2-f967%22	https://static.laralink.com/html/sattiyas/assets/img/product5.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/product5.png	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:24	67514/67514	---M--	200	added ('OK')	image/png	etag:%22654aa255-107ba%22	https://static.laralink.com/html/sattiyas/assets/img/product6.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/product6.png	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:26	55004/55004	---M--	200	added ('OK')	image/png	etag:%22654aa25c-d6dc%22	https://static.laralink.com/html/sattiyas/assets/img/product7.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/product7.png	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:27	47504/47504	---M--	200	added ('OK')	image/png	etag:%22654aa2ba-b990%22	https://static.laralink.com/html/sattiyas/assets/img/product27.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/product27.png	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:29	84207/84207	---M--	200	added ('OK')	image/png	etag:%22654aa2aa-148ef%22	https://static.laralink.com/html/sattiyas/assets/img/product16.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/product16.png	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:30	55562/55562	---M--	200	added ('OK')	image/png	etag:%22654aa2c5-d90a%22	https://static.laralink.com/html/sattiyas/assets/img/product28.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/product28.png	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:32	78573/78573	---M--	200	added ('OK')	image/png	etag:%22654aa264-132ed%22	https://static.laralink.com/html/sattiyas/assets/img/product8.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/product8.png	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:33	80017/80017	---M--	200	added ('OK')	image/png	etag:%22654aa26d-13891%22	https://static.laralink.com/html/sattiyas/assets/img/product9.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/product9.png	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:35	90329/90329	---M--	200	added ('OK')	image/png	etag:%22654aa273-160d9%22	https://static.laralink.com/html/sattiyas/assets/img/product10.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/product10.png	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:37	74016/74016	---M--	200	added ('OK')	image/png	etag:%22654aa27d-12120%22	https://static.laralink.com/html/sattiyas/assets/img/product11.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/product11.png	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:38	7016/7016	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265462d8e-1b68%22	https://static.laralink.com/html/sattiyas/assets/img/logo_dark.svg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/logo_dark.svg	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:39	20654/20654	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265462b6a-50ae%22	https://static.laralink.com/html/sattiyas/assets/img/payment_method.svg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/payment_method.svg	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:39	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265e75beb-4d7%22	https://static.laralink.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/ChatGPT/layout_duan1/static.laralink.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:40	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265053aea-15d9d%22	https://static.laralink.com/html/sattiyas/assets/js/jquery-3.6.0.min.js	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/js/jquery-3.6.0.min.js	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:41	42662/42662	---MCZ	200	added ('OK')	application/javascript	etag:W/%226547492b-a6a6%22	https://static.laralink.com/html/sattiyas/assets/js/jquery.slick.min.js	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/js/jquery.slick.min.js	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:42	35456/35456	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265053aea-8a80%22	https://static.laralink.com/html/sattiyas/assets/js/isotope.pkg.min.js	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/js/isotope.pkg.min.js	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:44	39031/39031	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265053aea-9877%22	https://static.laralink.com/html/sattiyas/assets/js/jquery-ui.min.js	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/js/jquery-ui.min.js	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:45	5532/5532	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654a4824-159c%22	https://static.laralink.com/html/sattiyas/assets/js/animated-headline.js	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/js/animated-headline.js	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:46	15731/15731	---MCZ	200	added ('OK')	application/javascript	etag:W/%22656ac407-3d73%22	https://static.laralink.com/html/sattiyas/assets/js/main.js	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/js/main.js	(from https://static.laralink.com/html/sattiyas/shop.html)
22:06:47	109808/109808	---M--	200	added ('OK')	font/woff2	etag:%226505419a-1acf0%22	https://static.laralink.com/html/sattiyas/assets/webfonts/fa-brands-400.woff2	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/webfonts/fa-brands-400.woff2	(from https://static.laralink.com/html/sattiyas/assets/css/fontawesome.min.css)
22:06:48	189684/189684	---M--	200	added ('OK')	application/octet-stream	etag:%226505419a-2e4f4%22	https://static.laralink.com/html/sattiyas/assets/webfonts/fa-brands-400.ttf	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/webfonts/fa-brands-400.ttf	(from https://static.laralink.com/html/sattiyas/assets/css/fontawesome.min.css)
22:06:49	24488/24488	---M--	200	added ('OK')	font/woff2	etag:%226505419a-5fa8%22	https://static.laralink.com/html/sattiyas/assets/webfonts/fa-regular-400.woff2	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/webfonts/fa-regular-400.woff2	(from https://static.laralink.com/html/sattiyas/assets/css/fontawesome.min.css)
22:06:51	63348/63348	---M--	200	added ('OK')	application/octet-stream	etag:%226505419a-f774%22	https://static.laralink.com/html/sattiyas/assets/webfonts/fa-regular-400.ttf	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/webfonts/fa-regular-400.ttf	(from https://static.laralink.com/html/sattiyas/assets/css/fontawesome.min.css)
22:06:53	150020/150020	---M--	200	added ('OK')	font/woff2	etag:%226505419a-24a04%22	https://static.laralink.com/html/sattiyas/assets/webfonts/fa-solid-900.woff2	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/webfonts/fa-solid-900.woff2	(from https://static.laralink.com/html/sattiyas/assets/css/fontawesome.min.css)
22:06:55	394668/394668	---M--	200	added ('OK')	application/octet-stream	etag:%226505419a-605ac%22	https://static.laralink.com/html/sattiyas/assets/webfonts/fa-solid-900.ttf	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/webfonts/fa-solid-900.ttf	(from https://static.laralink.com/html/sattiyas/assets/css/fontawesome.min.css)
22:06:55	4568/4568	---M--	200	added ('OK')	font/woff2	etag:%226505419a-11d8%22	https://static.laralink.com/html/sattiyas/assets/webfonts/fa-v4compatibility.woff2	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/webfonts/fa-v4compatibility.woff2	(from https://static.laralink.com/html/sattiyas/assets/css/fontawesome.min.css)
22:06:56	10172/10172	---M--	200	added ('OK')	application/octet-stream	etag:%226505419a-27bc%22	https://static.laralink.com/html/sattiyas/assets/webfonts/fa-v4compatibility.ttf	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/webfonts/fa-v4compatibility.ttf	(from https://static.laralink.com/html/sattiyas/assets/css/fontawesome.min.css)
22:06:57	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Mar%202024%2015:06:58%20GMT	https://static.laralink.com/html/sattiyas/assets/css/img/ui-icons_444444_256x240.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/css/img/ui-icons_444444_256x240.png	(from https://static.laralink.com/html/sattiyas/assets/css/jquery-ui.min.css)
22:06:58	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Mar%202024%2015:06:59%20GMT	https://static.laralink.com/html/sattiyas/assets/css/img/ui-icons_555555_256x240.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/css/img/ui-icons_555555_256x240.png	(from https://static.laralink.com/html/sattiyas/assets/css/jquery-ui.min.css)
22:06:59	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Mar%202024%2015:07:00%20GMT	https://static.laralink.com/html/sattiyas/assets/css/img/ui-icons_ffffff_256x240.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/css/img/ui-icons_ffffff_256x240.png	(from https://static.laralink.com/html/sattiyas/assets/css/jquery-ui.min.css)
22:07:01	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Mar%202024%2015:07:01%20GMT	https://static.laralink.com/html/sattiyas/assets/css/img/ui-icons_777620_256x240.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/css/img/ui-icons_777620_256x240.png	(from https://static.laralink.com/html/sattiyas/assets/css/jquery-ui.min.css)
22:07:01	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Mar%202024%2015:07:02%20GMT	https://static.laralink.com/html/sattiyas/assets/css/img/ui-icons_cc0000_256x240.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/css/img/ui-icons_cc0000_256x240.png	(from https://static.laralink.com/html/sattiyas/assets/css/jquery-ui.min.css)
22:07:02	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Mar%202024%2015:07:03%20GMT	https://static.laralink.com/html/sattiyas/assets/css/img/ui-icons_777777_256x240.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/css/img/ui-icons_777777_256x240.png	(from https://static.laralink.com/html/sattiyas/assets/css/jquery-ui.min.css)
22:07:04	150685/150685	---M--	200	added ('OK')	image/jpeg	etag:%22654a9c96-24c9d%22	https://static.laralink.com/html/sattiyas/assets/img/about_bg.jpg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/about_bg.jpg	(from https://static.laralink.com/html/sattiyas/about.html)
22:07:05	70816/70816	---M--	200	added ('OK')	image/jpeg	etag:%22654a9d30-114a0%22	https://static.laralink.com/html/sattiyas/assets/img/card4.jpg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/card4.jpg	(from https://static.laralink.com/html/sattiyas/about.html)
22:07:07	274944/274944	---M--	200	added ('OK')	image/jpeg	etag:%22654aa312-43200%22	https://static.laralink.com/html/sattiyas/assets/img/video.jpg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/video.jpg	(from https://static.laralink.com/html/sattiyas/about.html)
22:07:08	7134/7134	---M--	200	added ('OK')	image/png	etag:%226534f806-1bde%22	https://static.laralink.com/html/sattiyas/assets/img/user.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/user.png	(from https://static.laralink.com/html/sattiyas/about.html)
22:07:09	33507/33507	---M--	200	added ('OK')	image/png	etag:%22654777a7-82e3%22	https://static.laralink.com/html/sattiyas/assets/img/user2.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/user2.png	(from https://static.laralink.com/html/sattiyas/about.html)
22:07:10	26837/26837	---M--	200	added ('OK')	image/png	etag:%22654777e7-68d5%22	https://static.laralink.com/html/sattiyas/assets/img/user3.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/user3.png	(from https://static.laralink.com/html/sattiyas/about.html)
22:07:12	246880/246880	---M--	200	added ('OK')	image/jpeg	etag:%22654a9e5c-3c460%22	https://static.laralink.com/html/sattiyas/assets/img/hero1.jpg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/hero1.jpg	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:14	167808/167808	---M--	200	added ('OK')	image/jpeg	etag:%22654a9e9b-28f80%22	https://static.laralink.com/html/sattiyas/assets/img/hero3.jpg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/hero3.jpg	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:15	149980/149980	---M--	200	added ('OK')	image/jpeg	etag:%22654a9ea1-249dc%22	https://static.laralink.com/html/sattiyas/assets/img/hero4.jpg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/hero4.jpg	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:16	26557/26557	---M--	200	added ('OK')	image/jpeg	etag:%22654aa062-67bd%22	https://static.laralink.com/html/sattiyas/assets/img/men.jpg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/men.jpg	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:18	59518/59518	---M--	200	added ('OK')	image/jpeg	etag:%22654aa317-e87e%22	https://static.laralink.com/html/sattiyas/assets/img/women.jpg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/women.jpg	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:19	46935/46935	---M--	200	added ('OK')	image/jpeg	etag:%22654a9d38-b757%22	https://static.laralink.com/html/sattiyas/assets/img/children.jpg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/children.jpg	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:21	33810/33810	---M--	200	added ('OK')	image/jpeg	etag:%22654a9cf8-8412%22	https://static.laralink.com/html/sattiyas/assets/img/card1.jpg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/card1.jpg	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:22	12506/12506	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226534f418-30da%22	https://static.laralink.com/html/sattiyas/assets/img/brand_1.svg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/brand_1.svg	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:23	2872/2872	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226534f422-b38%22	https://static.laralink.com/html/sattiyas/assets/img/brand_2.svg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/brand_2.svg	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:24	2822/2822	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226534f42c-b06%22	https://static.laralink.com/html/sattiyas/assets/img/brand_3.svg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/brand_3.svg	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:25	11942/11942	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226534f434-2ea6%22	https://static.laralink.com/html/sattiyas/assets/img/brand_4.svg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/brand_4.svg	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:25	3409/3409	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226534f43c-d51%22	https://static.laralink.com/html/sattiyas/assets/img/brand_5.svg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/brand_5.svg	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:26	90781/90781	---M--	200	added ('OK')	image/jpeg	etag:%22654a9d22-1629d%22	https://static.laralink.com/html/sattiyas/assets/img/card2.jpg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/card2.jpg	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:27	55784/55784	---M--	200	added ('OK')	image/png	etag:%22654aa286-d9e8%22	https://static.laralink.com/html/sattiyas/assets/img/product12.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/product12.png	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:28	52383/52383	---M--	200	added ('OK')	image/png	etag:%22654aa28f-cc9f%22	https://static.laralink.com/html/sattiyas/assets/img/product13.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/product13.png	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:30	45902/45902	---M--	200	added ('OK')	image/png	etag:%22654aa296-b34e%22	https://static.laralink.com/html/sattiyas/assets/img/product14.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/product14.png	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:31	36863/36863	---M--	200	added ('OK')	image/png	etag:%22654aa29e-8fff%22	https://static.laralink.com/html/sattiyas/assets/img/product15.png	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/product15.png	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:33	98835/98835	---M--	200	added ('OK')	image/jpeg	etag:%22654aa054-18213%22	https://static.laralink.com/html/sattiyas/assets/img/newsletter.jpg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/newsletter.jpg	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:34	103356/103356	---M--	200	added ('OK')	image/jpeg	etag:%226535e3dc-193bc%22	https://static.laralink.com/html/sattiyas/assets/img/instagram_1.jpg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/instagram_1.jpg	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:35	83411/83411	---M--	200	added ('OK')	image/jpeg	etag:%226535e3ec-145d3%22	https://static.laralink.com/html/sattiyas/assets/img/instagram_2.jpg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/instagram_2.jpg	(from https://static.laralink.com/html/sattiyas/index.html)
22:07:37	106954/106954	---M--	200	added ('OK')	image/jpeg	etag:%226535e3f8-1a1ca%22	https://static.laralink.com/html/sattiyas/assets/img/instagram_3.jpg	D:/ChatGPT/layout_duan1/static.laralink.com/html/sattiyas/assets/img/instagram_3.jpg	(from https://static.laralink.com/html/sattiyas/index.html)
